Id,Label,Jaccard Similarity,,,,,,,,
Math-81-incorrect-1624652314033,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314030,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314041,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314031,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314042,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314040,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314029,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314027,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314038,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314028,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314039,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314036,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314047,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314037,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314048,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314034,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314045,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314035,INCORRECT,0,,,,,,,,
Math-81-incorrect-1624652314046,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314059,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314049,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314057,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314068,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314058,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314055,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314066,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314056,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314067,INCORRECT,0,,,,,,,,
Math-82-incorrect-1628244108289,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314053,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314064,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314054,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314065,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314051,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314062,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314052,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314063,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314060,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314050,INCORRECT,0,,,,,,,,
Math-82-incorrect-1624652314061,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313719,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313718,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313726,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313724,INCORRECT,0,,,,,,,,
Math-84-incorrect-1628244108198,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313725,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313723,INCORRECT,0,,,,,,,,
Math-84-incorrect-1624652313720,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313749,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313751,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313750,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313737,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313759,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313758,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313735,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313757,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313734,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313756,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313733,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313755,INCORRECT,0,,,,,,,,
Math-85-incorrect-1628244108199,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313754,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313731,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313753,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313752,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313762,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313761,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313760,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313748,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313747,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313746,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313745,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313767,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313744,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313766,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313743,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313765,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313742,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313764,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313741,INCORRECT,0,,,,,,,,
Math-85-incorrect-1624652313763,INCORRECT,0,,,,,,,,
Math-87-incorrect-1624652313771,INCORRECT,0,,,,,,,,
Math-87-incorrect-1624652313770,INCORRECT,0,,,,,,,,
Math-87-incorrect-1624652313769,INCORRECT,0,,,,,,,,
Math-88-incorrect-1628244108202,INCORRECT,0,,,,,,,,
Math-88-incorrect-1624652313778,INCORRECT,0,,,,,,,,
Math-88-incorrect-1624652313776,INCORRECT,0,,,,,,,,
Math-88-incorrect-1624652313775,INCORRECT,0,,,,,,,,
Math-88-incorrect-1624652313773,INCORRECT,0,,,,,,,,
Math-88-incorrect-1624652313772,INCORRECT,0,,,,,,,,
Math-93-incorrect-1624652313706,INCORRECT,0,,,,,,,,
Math-94-incorrect-1628244108211,INCORRECT,0,,,,,,,,
Math-94-incorrect-1628244108212,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313838,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313839,INCORRECT,0,,,,,,,,
Math-95-incorrect-1628244108213,INCORRECT,0,,,,,,,,
Math-95-incorrect-1628244108214,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313840,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313830,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313831,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313832,INCORRECT,0,,,,,,,,
Math-95-incorrect-1628244108215,INCORRECT,0,,,,,,,,
Math-95-incorrect-1628244108216,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313834,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313835,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313836,INCORRECT,0,,,,,,,,
Math-95-incorrect-1624652313837,INCORRECT,0,,,,,,,,
Math-96-incorrect-1624652313841,INCORRECT,0,,,,,,,,
Math-97-incorrect-1624652313846,INCORRECT,0,,,,,,,,
Math-97-incorrect-1624652313845,INCORRECT,0,,,,,,,,
