Id,Label,Cosine Similarity,,,,,,,
Math-80-incorrect-1624652313993,INCORRECT,0.993179846,,,,,,,
Math-80-incorrect-1624652314004,INCORRECT,0.657851477,,,,,,,
Math-80-incorrect-1624652313978,INCORRECT,0.991609321,,,,,,,
Math-80-incorrect-1624652313977,INCORRECT,0.991609321,,,,,,,
Math-80-incorrect-1624652313999,INCORRECT,0.993179846,,,,,,,
Math-80-incorrect-1624652313979,INCORRECT,0.998145095,,,,,,,
Math-80-incorrect-1624652314021,INCORRECT,0.992188057,,,,,,,
Math-80-incorrect-1624652314020,INCORRECT,0.706939755,,,,,,,
Math-80-incorrect-1624652313990,INCORRECT,0.991609321,,,,,,,
Math-80-incorrect-1624652314001,INCORRECT,0.966132729,,,,,,,
Math-80-incorrect-1624652314023,INCORRECT,0.722923284,,,,,,,
Math-80-incorrect-1624652314000,INCORRECT,0.980100606,,,,,,,
Math-80-incorrect-1624652314022,INCORRECT,0.723457709,,,,,,,
Math-80-incorrect-1624652313985,INCORRECT,0.718073041,,,,,,,
Math-80-incorrect-1624652314018,INCORRECT,0.707380871,,,,,,,
Math-80-incorrect-1624652313984,INCORRECT,0.997249412,,,,,,,
Math-80-incorrect-1624652314017,INCORRECT,0.723457709,,,,,,,
Math-80-incorrect-1624652313987,INCORRECT,0.996575424,,,,,,,
Math-80-incorrect-1624652313986,INCORRECT,0.711741064,,,,,,,
Math-80-incorrect-1624652314019,INCORRECT,0.671232877,,,,,,,
Math-80-incorrect-1624652313981,INCORRECT,0.994902261,,,,,,,
Math-80-incorrect-1624652313980,INCORRECT,0.996661707,,,,,,,
Math-80-incorrect-1624652313983,INCORRECT,0.990352188,,,,,,,
Math-80-incorrect-1624652313982,INCORRECT,0.999867312,,,,,,,
Math-80-incorrect-1624652313989,INCORRECT,0.996575424,,,,,,,
Math-80-incorrect-1624652314010,INCORRECT,0.995176866,,,,,,,
Math-80-incorrect-1628244108286,INCORRECT,0.996569458,,,,,,,
Math-80-incorrect-1628244108284,INCORRECT,0.999742533,,,,,,,
Math-80-incorrect-1628244108281,INCORRECT,1,,,,,,,
Math-81-incorrect-1628244108288,INCORRECT,0.999973727,,,,,,,
Math-81-incorrect-1628244108287,INCORRECT,0.999976826,,,,,,,
Math-81-incorrect-1624652314032,INCORRECT,0.999889472,,,,,,,
Math-81-incorrect-1624652314043,INCORRECT,0.999866059,,,,,,,
Math-81-incorrect-1624652314033,INCORRECT,0.999934952,,,,,,,
Math-81-incorrect-1624652314030,INCORRECT,0.999829881,,,,,,,
Math-81-incorrect-1624652314041,INCORRECT,0.999973728,,,,,,,
Math-81-incorrect-1624652314031,INCORRECT,0.999890099,,,,,,,
Math-81-incorrect-1624652314042,INCORRECT,0.999796678,,,,,,,
Math-81-incorrect-1624652314040,INCORRECT,0.999771644,,,,,,,
Math-81-incorrect-1624652314029,INCORRECT,0.999961451,,,,,,,
Math-81-incorrect-1624652314027,INCORRECT,0.999856876,,,,,,,
Math-81-incorrect-1624652314038,INCORRECT,0.999973851,,,,,,,
Math-81-incorrect-1624652314028,INCORRECT,0.999964639,,,,,,,
Math-81-incorrect-1624652314039,INCORRECT,0.999890099,,,,,,,
Math-81-incorrect-1624652314036,INCORRECT,0.999771644,,,,,,,
Math-81-incorrect-1624652314047,INCORRECT,0.999890099,,,,,,,
Math-81-incorrect-1624652314037,INCORRECT,0.999960612,,,,,,,
Math-81-incorrect-1624652314048,INCORRECT,0.999408762,,,,,,,
Math-81-incorrect-1624652314034,INCORRECT,0.998333735,,,,,,,
Math-81-incorrect-1624652314045,INCORRECT,0.999921246,,,,,,,
Math-81-incorrect-1624652314035,INCORRECT,0.998333735,,,,,,,
Math-81-incorrect-1624652314046,INCORRECT,0.99977875,,,,,,,
Math-82-incorrect-1624652314059,INCORRECT,0.974652697,,,,,,,
Math-82-incorrect-1624652314049,INCORRECT,0.97872245,,,,,,,
Math-82-incorrect-1624652314057,INCORRECT,0.992754413,,,,,,,
Math-82-incorrect-1624652314068,INCORRECT,0.99295847,,,,,,,
Math-82-incorrect-1624652314058,INCORRECT,0.989097449,,,,,,,
Math-82-incorrect-1624652314055,INCORRECT,0.99295847,,,,,,,
Math-82-incorrect-1624652314066,INCORRECT,0.97138862,,,,,,,
Math-82-incorrect-1624652314056,INCORRECT,0.970566287,,,,,,,
Math-82-incorrect-1624652314067,INCORRECT,0.992211139,,,,,,,
Math-82-incorrect-1628244108289,INCORRECT,0.995244468,,,,,,,
Math-82-incorrect-1624652314053,INCORRECT,0.964714875,,,,,,,
Math-82-incorrect-1624652314064,INCORRECT,0.967744261,,,,,,,
Math-82-incorrect-1624652314054,INCORRECT,0.98863733,,,,,,,
Math-82-incorrect-1624652314065,INCORRECT,0.969801106,,,,,,,
Math-82-incorrect-1624652314051,INCORRECT,0.976463031,,,,,,,
Math-82-incorrect-1624652314062,INCORRECT,0.994989552,,,,,,,
Math-82-incorrect-1624652314052,INCORRECT,0.994778032,,,,,,,
Math-82-incorrect-1624652314063,INCORRECT,0.980628742,,,,,,,
Math-82-incorrect-1624652314060,INCORRECT,0.99295847,,,,,,,
Math-82-incorrect-1624652314050,INCORRECT,0.98863733,,,,,,,
Math-82-incorrect-1624652314061,INCORRECT,0.990792952,,,,,,,
Math-84-incorrect-1624652313719,INCORRECT,0.988436336,,,,,,,
Math-84-incorrect-1624652313718,INCORRECT,0.995623611,,,,,,,
Math-84-incorrect-1624652313726,INCORRECT,0.975857456,,,,,,,
Math-84-incorrect-1624652313724,INCORRECT,0.9862623,,,,,,,
Math-84-incorrect-1628244108198,INCORRECT,0.995662947,,,,,,,
Math-84-incorrect-1624652313725,INCORRECT,0.984077859,,,,,,,
Math-84-incorrect-1624652313723,INCORRECT,0.995633188,,,,,,,
Math-84-incorrect-1624652313720,INCORRECT,0.994157534,,,,,,,
Math-85-incorrect-1624652313749,INCORRECT,0.984987324,,,,,,,
Math-85-incorrect-1624652313751,INCORRECT,0.991984612,,,,,,,
Math-85-incorrect-1624652313750,INCORRECT,0.991454222,,,,,,,
Math-85-incorrect-1624652313737,INCORRECT,0.983104016,,,,,,,
Math-85-incorrect-1624652313759,INCORRECT,0.98895161,,,,,,,
Math-85-incorrect-1624652313758,INCORRECT,0.987421252,,,,,,,
Math-85-incorrect-1624652313735,INCORRECT,0.998180162,,,,,,,
Math-85-incorrect-1624652313757,INCORRECT,0.990494085,,,,,,,
Math-85-incorrect-1624652313734,INCORRECT,0.990162165,,,,,,,
Math-85-incorrect-1624652313756,INCORRECT,0.990837935,,,,,,,
Math-85-incorrect-1624652313733,INCORRECT,0.992715672,,,,,,,
Math-85-incorrect-1624652313755,INCORRECT,0.995548348,,,,,,,
Math-85-incorrect-1628244108199,INCORRECT,0.998206371,,,,,,,
Math-85-incorrect-1624652313754,INCORRECT,0.987421252,,,,,,,
Math-85-incorrect-1624652313731,INCORRECT,0.996979615,,,,,,,
Math-85-incorrect-1624652313753,INCORRECT,0.995605792,,,,,,,
Math-85-incorrect-1624652313752,INCORRECT,0.983898183,,,,,,,
Math-85-incorrect-1624652313762,INCORRECT,0.984040747,,,,,,,
Math-85-incorrect-1624652313761,INCORRECT,0.997270659,,,,,,,
Math-85-incorrect-1624652313760,INCORRECT,0.99251474,,,,,,,
Math-85-incorrect-1624652313748,INCORRECT,0.993334661,,,,,,,
Math-85-incorrect-1624652313747,INCORRECT,0.990162165,,,,,,,
Math-85-incorrect-1624652313746,INCORRECT,0.998194958,,,,,,,
Math-85-incorrect-1624652313745,INCORRECT,0.989129594,,,,,,,
Math-85-incorrect-1624652313767,INCORRECT,0.99547059,,,,,,,
Math-85-incorrect-1624652313744,INCORRECT,0.998206371,,,,,,,
Math-85-incorrect-1624652313766,INCORRECT,0.983757621,,,,,,,
Math-85-incorrect-1624652313743,INCORRECT,0.996358666,,,,,,,
Math-85-incorrect-1624652313765,INCORRECT,0.989010025,,,,,,,
Math-85-incorrect-1624652313742,INCORRECT,0.987024956,,,,,,,
Math-85-incorrect-1624652313764,INCORRECT,0.989771296,,,,,,,
Math-85-incorrect-1624652313741,INCORRECT,0.987024956,,,,,,,
Math-85-incorrect-1624652313763,INCORRECT,0.99251474,,,,,,,
Math-87-incorrect-1624652313771,INCORRECT,0.999184382,,,,,,,
Math-87-incorrect-1624652313770,INCORRECT,0.99859354,,,,,,,
Math-87-incorrect-1624652313769,INCORRECT,0.998672007,,,,,,,
Math-88-incorrect-1628244108202,INCORRECT,0.998000463,,,,,,,
Math-88-incorrect-1624652313778,INCORRECT,0.995464829,,,,,,,
Math-88-incorrect-1624652313776,INCORRECT,0.998000463,,,,,,,
Math-88-incorrect-1624652313775,INCORRECT,0.995728582,,,,,,,
Math-88-incorrect-1624652313773,INCORRECT,0.991118656,,,,,,,
Math-88-incorrect-1624652313772,INCORRECT,0.991141193,,,,,,,
Math-93-incorrect-1624652313706,INCORRECT,0.935049164,,,,,,,
Math-94-incorrect-1628244108211,INCORRECT,0.997449248,,,,,,,
Math-94-incorrect-1628244108212,INCORRECT,0.998712204,,,,,,,
Math-95-incorrect-1624652313838,INCORRECT,0.968245837,,,,,,,
Math-95-incorrect-1624652313839,INCORRECT,0.966987557,,,,,,,
Math-95-incorrect-1628244108213,INCORRECT,0.96675508,,,,,,,
Math-95-incorrect-1628244108214,INCORRECT,1,,,,,,,
Math-95-incorrect-1624652313840,INCORRECT,0.837707817,,,,,,,
Math-95-incorrect-1624652313830,INCORRECT,0.969452112,,,,,,,
Math-95-incorrect-1624652313831,INCORRECT,0.96675508,,,,,,,
Math-95-incorrect-1624652313832,INCORRECT,0.94329996,,,,,,,
Math-95-incorrect-1628244108215,INCORRECT,0.96675508,,,,,,,
Math-95-incorrect-1628244108216,INCORRECT,0.947758204,,,,,,,
Math-95-incorrect-1624652313834,INCORRECT,0.976029241,,,,,,,
Math-95-incorrect-1624652313835,INCORRECT,0.966666667,,,,,,,
Math-95-incorrect-1624652313836,INCORRECT,0.9258201,,,,,,,
Math-95-incorrect-1624652313837,INCORRECT,1,,,,,,,
Math-96-incorrect-1624652313841,INCORRECT,0.996147371,,,,,,,
Math-97-incorrect-1624652313846,INCORRECT,0.987492628,,,,,,,
Math-97-incorrect-1624652313845,INCORRECT,0.987492628,,,,,,,
